cancer,edin,p50,is_tumor
GBM,40.0,0.0670,False
HNSC,11.600000000000001,0.0714,True
KICH,4.62,0.0839,True
KICH,4.17,0.0400,False
KIRC,7.1,0.0500,True
KIRC,9.719999999999999,0.0742,False
KIRP,2.42,0.0729,True
KIRP,9.379999999999999,0.0625,False
LAML,0.66,0.0625,True
LGG,11.34,0.0635,True
LIHC,3.74,0.0833,True
LIHC,2.0,0.1000,False
LUAD,8.540000000000001,0.0606,True
LUAD,3.39,0.0648,False
LUSC,8.219999999999999,0.0541,True
LUSC,6.12,0.0435,False
MESO,6.98,0.0801,True
OV,13.98,0.0509,True
PAAD,2.81,0.0670,True
PAAD,25.0,0.0588,False
PCPG,6.01,0.0833,True
PRAD,6.800000000000001,0.0625,True
PRAD,11.540000000000001,0.0714,False
READ,5.43,0.0625,True
READ,30.0,0.0909,False
SARC,11.03,0.0625,True
SKCM,9.55,0.0588,True
STAD,14.399999999999999,0.0698,True
STAD,6.25,0.0585,False
TGCT,11.540000000000001,0.0478,True
THCA,10.81,0.0691,True
THCA,8.62,0.0635,False
THYM,11.76,0.0557,True
UCEC,11.86,0.0769,True
UCEC,11.43,0.0651,False
UCS,7.140000000000001,0.0667,True
UVM,6.25,0.0667,True
ACC,5.06,0.0839,True
BLCA,19.12,0.0714,True
BLCA,10.530000000000001,0.1288,False
BRCA,23.93,0.0714,True
BRCA,19.470000000000002,0.1000,False
CESC,21.57,0.0667,True
CESC,66.67,0.1102,False
CHOL,16.669999999999998,0.0955,True
COAD,13.569999999999999,0.0769,True
COAD,12.2,0.1000,False
DLBC,18.75,0.0581,True
ESCA,63.580000000000005,0.0909,True
ESCA,36.36,0.1364,False
GBM,55.36,0.1000,True
GBM,40.0,0.0769,False
HNSC,19.0,0.0667,True
HNSC,13.639999999999999,0.0767,False
KICH,9.229999999999999,0.0909,True
KICH,12.5,0.0588,False
KIRC,17.94,0.0625,True
KIRC,19.439999999999998,0.0769,False
KIRP,13.15,0.0909,True
KIRP,12.5,0.0718,False
LAML,4.64,0.0909,True
LGG,27.41,0.0769,True
LIHC,6.950000000000001,0.0833,True
LIHC,4.0,0.0917,False
LUAD,16.89,0.0714,True
LUAD,8.469999999999999,0.0718,False
LUSC,20.64,0.0714,True
LUSC,18.37,0.0769,False
MESO,10.47,0.0909,True
OV,46.17,0.0833,True
PAAD,7.3,0.0833,True
PCPG,14.75,0.0871,True
PCPG,33.33,0.0833,False
PRAD,16.2,0.0714,True
PRAD,9.62,0.0833,False
READ,10.870000000000001,0.0909,True
READ,20.0,0.0711,False
SARC,22.81,0.0714,True
SKCM,17.62,0.0645,True
STAD,47.47,0.0938,True
STAD,28.12,0.0769,False
TGCT,30.130000000000003,0.0556,True
THCA,24.560000000000002,0.0769,True
THCA,20.69,0.0625,False
THYM,21.85,0.0556,True
UCEC,25.55,0.0909,True
UCEC,25.71,0.0714,False
UCS,26.790000000000003,0.0741,True
UVM,10.0,0.0755,True
ACC,5.06,0.0670,True
BLCA,22.06,0.0769,True
BLCA,15.790000000000001,0.0679,False
BRCA,27.29,0.0769,True
BRCA,23.01,0.0769,False
CESC,21.240000000000002,0.0690,True
CESC,66.67,0.1174,False
CHOL,19.439999999999998,0.1000,True
COAD,15.0,0.0833,True
COAD,7.32,0.0909,False
DLBC,20.830000000000002,0.0811,True
ESCA,37.04,0.0606,True
ESCA,9.09,0.0394,False
GBM,28.57,0.0667,True
GBM,60.0,0.0885,False
HNSC,22.8,0.0909,True
HNSC,11.360000000000001,0.1000,False
KICH,12.31,0.0917,True
KICH,20.830000000000002,0.0667,False
KIRC,21.12,0.0769,True
KIRC,18.060000000000002,0.0812,False
KIRP,10.38,0.0917,True
KIRP,15.620000000000001,0.0909,False
LAML,4.64,0.0955,True
LGG,33.839999999999996,0.0833,True
LIHC,6.15,0.0909,True
LIHC,2.0,0.0833,False
LUAD,21.44,0.0714,True
LUAD,10.17,0.0769,False
LUSC,24.45,0.0769,True
LUSC,14.29,0.0544,False
MESO,12.790000000000001,0.0909,True
OV,27.700000000000003,0.0690,True
PAAD,9.55,0.0909,True
PCPG,14.21,0.0909,True
PRAD,20.0,0.0769,True
PRAD,17.31,0.0742,False
READ,16.3,0.0625,True
READ,20.0,0.0767,False
SARC,25.480000000000004,0.0833,True
SKCM,20.59,0.0667,True
STAD,24.8,0.0667,True
STAD,9.379999999999999,0.0663,False
TGCT,28.849999999999998,0.0588,True
THCA,26.13,0.0769,True
THCA,29.310000000000002,0.0667,False
THYM,21.85,0.0691,True
THYM,50.0,0.1081,False
UCEC,17.150000000000002,0.0769,True
UCEC,14.29,0.0526,False
UCS,32.14,0.0769,True
UVM,10.0,0.0801,True
BLCA,5.1499999999999995,0.0714,True
BRCA,12.33,0.0625,True
BRCA,8.85,0.0646,False
CESC,7.5200000000000005,0.0625,True
CHOL,8.33,0.1111,True
COAD,5.36,0.0833,True
COAD,4.88,0.0871,False
DLBC,6.25,0.0484,True
ESCA,14.2,0.0408,True
ESCA,9.09,0.0455,False
GBM,7.739999999999999,0.0435,True
HNSC,9.2,0.0625,True
HNSC,4.55,0.0774,False
KICH,7.6899999999999995,0.0588,True
KICH,8.33,0.0834,False
KIRC,8.219999999999999,0.0588,True
KIRC,6.94,0.1000,False
KIRP,2.08,0.0769,True
KIRP,3.1199999999999997,0.0563,False
LAML,4.64,0.0909,True
LGG,11.53,0.0667,True
LIHC,3.2099999999999995,0.1000,True
LIHC,2.0,0.1000,False
LUAD,6.069999999999999,0.0588,True
LUAD,1.69,0.0513,False
LUSC,9.02,0.0625,True
LUSC,10.2,0.0812,False
MESO,8.14,0.0769,True
OV,9.229999999999999,0.0440,True
PAAD,1.1199999999999999,0.0813,True
PCPG,6.5600000000000005,0.0697,True
PRAD,6.2,0.0667,True
PRAD,5.7700000000000005,0.0718,False
READ,6.52,0.0625,True
SARC,8.75,0.0667,True
SKCM,7.01,0.0526,True
STAD,14.13,0.0606,True
TGCT,13.459999999999999,0.0507,True
THCA,8.06,0.0714,True
THCA,15.52,0.0625,False
THYM,5.04,0.0445,True
UCEC,7.12,0.0742,True
UCEC,5.71,0.0588,False
UCS,5.36,0.0679,True
UVM,2.5,0.0871,True
ESCA,9.09,0.0667,False
ACC,6.329999999999999,0.0909,True
BLCA,14.219999999999999,0.0682,True
BLCA,10.530000000000001,0.0556,False
BRCA,17.23,0.0556,True
BRCA,10.620000000000001,0.0606,False
CESC,16.009999999999998,0.0526,True
CESC,33.33,0.0609,False
CHOL,8.33,0.0952,True
COAD,6.069999999999999,0.0714,True
COAD,9.76,0.0909,False
DLBC,4.17,0.0357,True
ESCA,31.480000000000004,0.0548,True
ESCA,18.18,0.0503,False
GBM,20.830000000000002,0.0556,True
HNSC,14.799999999999999,0.0667,True
HNSC,13.639999999999999,0.0611,False
KICH,7.6899999999999995,0.0625,True
KICH,16.669999999999998,0.0526,False
KIRC,14.02,0.0597,True
KIRC,11.110000000000001,0.0556,False
KIRP,8.3,0.0833,True
KIRP,9.379999999999999,0.0667,False
LAML,4.64,0.0742,True
LGG,25.330000000000002,0.0625,True
LIHC,3.74,0.0871,True
LIHC,4.0,0.1667,False
LUAD,11.76,0.0588,True
LUAD,10.17,0.0742,False
LUSC,15.229999999999999,0.0625,True
LUSC,14.29,0.0468,False
MESO,12.790000000000001,0.0606,True
OV,24.54,0.0556,True
PAAD,11.799999999999999,0.0625,True
PAAD,25.0,0.0526,False
PCPG,13.66,0.0742,True
PRAD,12.8,0.0667,True
PRAD,17.31,0.0952,False
READ,8.7,0.0679,True
READ,10.0,0.0714,False
SARC,20.150000000000002,0.0625,True
SARC,50.0,0.0588,False
SKCM,13.16,0.0500,True
STAD,22.13,0.0606,True
STAD,18.75,0.0584,False
TGCT,12.18,0.0417,True
THCA,16.11,0.0588,True
THCA,8.62,0.0556,False
THYM,15.97,0.0500,True
UCEC,13.320000000000002,0.0714,True
UCEC,17.14,0.0526,False
UCS,17.86,0.0635,True
UVM,11.25,0.0588,True
ACC,6.329999999999999,0.0909,True
BLCA,18.63,0.0682,True
BLCA,10.530000000000001,0.0625,False
BRCA,23.39,0.0625,True
BRCA,13.270000000000001,0.0556,False
CESC,20.919999999999998,0.0625,True
CHOL,8.33,0.1429,True
CHOL,11.110000000000001,0.1000,False
COAD,10.36,0.0769,True
COAD,7.32,0.0769,False
DLBC,6.25,0.0357,True
ESCA,36.42,0.0572,True
ESCA,18.18,0.0410,False
GBM,26.790000000000003,0.0588,True
GBM,20.0,0.0606,False
HNSC,17.4,0.0656,True
HNSC,11.360000000000001,0.0526,False
KICH,3.08,0.0625,True
KICH,33.33,0.0667,False
KIRC,15.329999999999998,0.0556,True
KIRC,23.61,0.0714,False
KIRP,12.46,0.0833,True
KIRP,25.0,0.1111,False
LAML,9.93,0.0742,True
LGG,24.95,0.0667,True
LIHC,7.75,0.0909,True
LIHC,4.0,0.0871,False
LUAD,18.6,0.0625,True
LUAD,15.25,0.0667,False
LUSC,16.63,0.0588,True
LUSC,16.33,0.0455,False
MESO,12.790000000000001,0.0667,True
OV,36.68,0.0667,True
PAAD,11.799999999999999,0.0741,True
PCPG,14.21,0.0714,True
PCPG,33.33,0.0645,False
PRAD,14.6,0.0667,True
PRAD,15.379999999999999,0.0541,False
READ,9.78,0.0591,True
READ,10.0,0.1000,False
SARC,26.619999999999997,0.0667,True
SARC,50.0,0.0625,False
SKCM,17.83,0.0548,True
STAD,29.07,0.0625,True
STAD,6.25,0.0291,False
TGCT,19.869999999999997,0.0435,True
THCA,16.31,0.0679,True
THCA,13.79,0.0691,False
THYM,11.76,0.0393,True
UCEC,15.690000000000001,0.0833,True
UCEC,11.43,0.0606,False
UCS,17.86,0.0769,True
UVM,10.0,0.0588,True
ACC,3.8,0.1176,True
BLCA,17.65,0.0714,True
BLCA,15.790000000000001,0.0667,False
BRCA,22.939999999999998,0.0625,True
BRCA,19.470000000000002,0.0691,False
CESC,22.55,0.0616,True
CESC,66.67,0.0955,False
CHOL,11.110000000000001,0.1000,True
COAD,18.21,0.0833,True
COAD,9.76,0.0774,False
DLBC,25.0,0.0833,True
ESCA,39.51,0.0594,True
ESCA,45.45,0.0723,False
GBM,33.33,0.0667,True
GBM,60.0,0.0679,False
HNSC,23.200000000000003,0.0817,True
HNSC,13.639999999999999,0.0691,False
KICH,21.54,0.0871,True
KICH,8.33,0.0500,False
KIRC,20.75,0.0667,True
KIRC,20.830000000000002,0.0742,False
KIRP,11.42,0.0769,True
KIRP,18.75,0.0714,False
LAML,10.6,0.0833,True
LGG,27.41,0.0714,True
LIHC,5.609999999999999,0.0871,True
LIHC,4.0,0.1334,False
LUAD,16.32,0.0714,True
LUAD,15.25,0.0833,False
LUSC,19.24,0.0645,True
LUSC,38.78,0.0667,False
MESO,11.63,0.0955,True
OV,29.020000000000003,0.0571,True
PAAD,15.17,0.0769,True
PAAD,50.0,0.1010,False
PCPG,20.22,0.0769,True
PRAD,18.6,0.0714,True
PRAD,19.23,0.0750,False
READ,16.3,0.0769,True
READ,20.0,0.0885,False
SARC,27.0,0.0769,True
SKCM,23.57,0.0667,True
STAD,28.799999999999997,0.0667,True
STAD,21.88,0.0938,False
TGCT,26.279999999999998,0.0556,True
THCA,21.61,0.0714,True
THCA,20.69,0.0625,False
THYM,26.05,0.0606,True
THYM,50.0,0.0479,False
UCEC,18.98,0.0794,True
UCEC,22.86,0.0691,False
UCS,19.64,0.0732,True
UVM,16.25,0.0588,True
ACC,3.8,0.0611,True
BLCA,8.33,0.0588,True
BLCA,5.26,0.0526,False
BRCA,14.69,0.0588,True
BRCA,15.040000000000001,0.0679,False
CESC,10.780000000000001,0.0556,True
CHOL,5.56,0.1334,True
COAD,3.5700000000000003,0.0625,True
COAD,2.44,0.0714,False
DLBC,4.17,0.0400,True
ESCA,22.84,0.0431,True
ESCA,18.18,0.0391,False
GBM,26.790000000000003,0.0526,True
GBM,20.0,0.0769,False
HNSC,10.0,0.0625,True
HNSC,13.639999999999999,0.0742,False
KICH,12.31,0.0667,True
KICH,4.17,0.0393,False
KIRC,10.09,0.0526,True
KIRC,13.889999999999999,0.0714,False
KIRP,4.84,0.0718,True
KIRP,15.620000000000001,0.0769,False
LAML,5.3,0.0909,True
LGG,18.15,0.0625,True
LIHC,3.74,0.0833,True
LIHC,2.0,0.0769,False
LUAD,11.57,0.0645,True
LUAD,10.17,0.0714,False
LUSC,12.02,0.0556,True
LUSC,16.33,0.0526,False
MESO,10.47,0.0628,True
OV,24.01,0.0556,True
PAAD,7.870000000000001,0.0801,True
PAAD,25.0,0.0625,False
PCPG,9.84,0.0704,True
PRAD,12.4,0.0691,True
PRAD,13.459999999999999,0.0976,False
READ,11.959999999999999,0.0769,True
SARC,12.93,0.0625,True
SARC,50.0,0.0556,False
SKCM,12.740000000000002,0.0556,True
STAD,16.27,0.0500,True
STAD,9.379999999999999,0.0625,False
TGCT,12.82,0.0408,True
THCA,13.950000000000001,0.0714,True
THCA,6.9,0.0572,False
THYM,13.450000000000001,0.0455,True
UCEC,11.5,0.0769,True
UCEC,14.29,0.0788,False
UCS,8.93,0.0540,True
UVM,10.0,0.0714,True
ACC,3.8,0.0556,True
BLCA,18.14,0.0769,True
BLCA,31.580000000000002,0.0646,False
BRCA,24.03,0.0714,True
BRCA,20.349999999999998,0.0667,False
CESC,14.38,0.0500,True
CESC,66.67,0.1167,False
CHOL,13.889999999999999,0.0833,True
COAD,11.07,0.0714,True
COAD,9.76,0.0917,False
DLBC,16.669999999999998,0.0572,True
ESCA,46.300000000000004,0.0671,True
ESCA,27.27,0.0833,False
GBM,32.74,0.0667,True
GBM,60.0,0.1200,False
HNSC,17.2,0.0714,True
HNSC,18.18,0.0801,False
KICH,10.77,0.0801,True
KICH,16.669999999999998,0.0588,False
KIRC,23.36,0.0625,True
KIRC,27.779999999999998,0.0833,False
KIRP,13.84,0.0718,True
KIRP,25.0,0.0697,False
LAML,9.27,0.0801,True
LGG,33.08,0.0714,True
LIHC,5.35,0.0909,True
LIHC,2.0,0.0833,False
LUAD,19.35,0.0728,True
LUAD,11.86,0.0801,False
LUSC,21.84,0.0714,True
LUSC,32.65,0.0714,False
MESO,16.28,0.0833,True
OV,40.63,0.0714,True
PAAD,15.17,0.0801,True
PAAD,50.0,0.1146,False
PCPG,20.22,0.0742,True
PRAD,22.0,0.0801,True
PRAD,32.690000000000005,0.0667,False
READ,10.870000000000001,0.0769,True
READ,10.0,0.0667,False
SARC,35.74,0.0833,True
SARC,50.0,0.0556,False
SKCM,24.42,0.0667,True
STAD,31.2,0.0652,True
STAD,28.12,0.0693,False
TGCT,14.099999999999998,0.0476,True
THCA,20.24,0.0769,True
THCA,8.62,0.0870,False
THYM,29.409999999999997,0.0667,True
UCEC,19.34,0.0833,True
UCEC,31.430000000000003,0.0774,False
UCS,17.86,0.0541,True
UVM,17.5,0.0556,True
ACC,2.53,0.0705,True
BLCA,7.109999999999999,0.0588,True
BLCA,15.790000000000001,0.0763,False
BRCA,10.7,0.0588,True
BRCA,18.58,0.0656,False
CESC,5.56,0.0476,True
CHOL,8.33,0.0714,True
COAD,5.36,0.0625,True
COAD,7.32,0.0714,False
DLBC,4.17,0.0551,True
ESCA,11.73,0.0339,True
GBM,13.69,0.0534,True
HNSC,5.6000000000000005,0.0556,True
HNSC,2.27,0.0544,False
KICH,4.62,0.0769,True
KICH,12.5,0.0833,False
KIRC,8.790000000000001,0.0526,True
KIRC,9.719999999999999,0.0526,False
KIRP,4.84,0.0625,True
KIRP,25.0,0.0625,False
LAML,5.96,0.0691,True
LGG,17.2,0.0667,True
LIHC,3.74,0.0833,True
LUAD,7.779999999999999,0.0597,True
LUAD,11.86,0.0741,False
LUSC,7.82,0.0526,True
LUSC,8.16,0.0427,False
MESO,8.14,0.0667,True
OV,8.97,0.0417,True
PAAD,7.870000000000001,0.0769,True
PAAD,25.0,0.0588,False
PCPG,9.29,0.0714,True
PRAD,6.2,0.0588,True
PRAD,7.6899999999999995,0.0526,False
READ,3.26,0.0544,True
SARC,12.93,0.0556,True
SKCM,8.49,0.0556,True
STAD,9.87,0.0455,True
STAD,12.5,0.0571,False
TGCT,4.49,0.0370,True
THCA,10.61,0.0625,True
THCA,10.34,0.0667,False
THYM,8.4,0.0476,True
UCEC,5.29,0.0667,True
UCEC,17.14,0.0667,False
UCS,10.71,0.0576,True
UVM,6.25,0.0646,True
BRCA,0.09,0.0667,True
CESC,0.33,0.0625,True
KIRP,3.1199999999999997,0.0909,False
THYM,0.84,0.0714,True
ACC,7.59,0.1000,True
BLCA,25.25,0.0833,True
BLCA,26.32,0.1292,False
BRCA,35.0,0.0769,True
BRCA,30.97,0.0714,False
CESC,32.029999999999994,0.0667,True
CESC,33.33,0.1039,False
CHOL,16.669999999999998,0.0667,True
COAD,22.86,0.0769,True
COAD,9.76,0.0667,False
DLBC,27.08,0.0704,True
ESCA,65.42999999999999,0.0820,True
ESCA,36.36,0.0769,False
GBM,50.6,0.0833,True
GBM,20.0,0.0476,False
HNSC,30.4,0.0769,True
HNSC,22.73,0.0909,False
KICH,23.080000000000002,0.0833,True
KICH,16.669999999999998,0.0488,False
KIRC,22.43,0.0625,True
KIRC,30.56,0.0742,False
KIRP,23.18,0.0909,True
KIRP,31.25,0.0667,False
LAML,12.58,0.0833,True
LGG,41.97,0.0833,True
LIHC,10.7,0.0909,True
LIHC,2.0,0.1333,False
LUAD,26.57,0.0714,True
LUAD,15.25,0.0909,False
LUSC,30.659999999999997,0.0714,True
LUSC,18.37,0.0526,False
MESO,16.28,0.0769,True
OV,48.28,0.0909,True
PAAD,14.610000000000001,0.0833,True
PAAD,25.0,0.0714,False
PCPG,20.77,0.0801,True
PRAD,26.400000000000002,0.0769,True
PRAD,30.769999999999996,0.0714,False
READ,21.740000000000002,0.0871,True
READ,20.0,0.1102,False
SARC,32.7,0.0714,True
SKCM,31.630000000000003,0.0667,True
SKCM,100.0,0.0909,False
STAD,46.129999999999995,0.0945,True
STAD,6.25,0.0381,False
TGCT,23.72,0.0494,True
THCA,32.42,0.0769,True
THCA,31.03,0.0667,False
THYM,27.73,0.0645,True
THYM,50.0,0.0614,False
UCEC,27.37,0.0955,True
UCEC,37.14,0.0968,False
UCS,23.21,0.0667,True
UVM,13.750000000000002,0.0667,True
ACC,1.27,0.0833,True
BLCA,3.92,0.0556,True
BLCA,10.530000000000001,0.0718,False
BRCA,5.4399999999999995,0.0526,True
BRCA,3.54,0.0586,False
CESC,5.2299999999999995,0.0556,True
CHOL,2.78,0.1000,True
COAD,2.86,0.0667,True
COAD,2.44,0.0526,False
DLBC,4.17,0.1063,True
ESCA,8.64,0.0381,True
GBM,4.760000000000001,0.0417,True
HNSC,4.8,0.0500,True
HNSC,6.819999999999999,0.0769,False
KICH,3.08,0.0729,True
KIRC,3.93,0.0528,True
KIRC,5.56,0.0611,False
KIRP,1.04,0.0532,True
KIRP,6.25,0.0749,False
LAML,1.9900000000000002,0.0767,True
LGG,7.180000000000001,0.0588,True
LIHC,2.1399999999999997,0.0833,True
LUAD,4.93,0.0588,True
LUSC,4.01,0.0455,True
LUSC,2.04,0.0500,False
MESO,4.65,0.0572,True
OV,5.54,0.0396,True
PAAD,3.93,0.0801,True
PCPG,2.73,0.0625,True
PRAD,3.8,0.0588,True
PRAD,3.85,0.0882,False
READ,10.0,0.1000,False
SARC,4.5600000000000005,0.0556,True
SKCM,3.82,0.0455,True
STAD,5.33,0.0400,True
TGCT,2.56,0.0318,True
THCA,3.93,0.0625,True
THCA,3.45,0.0417,False
THYM,6.72,0.0556,True
UCEC,4.74,0.0591,True
UCEC,8.57,0.0556,False
UCS,3.5700000000000003,0.0667,True
UVM,2.5,0.0834,True
ACC,1.27,0.1000,True
BLCA,0.74,0.0370,True
BRCA,1.63,0.0400,True
BRCA,0.88,0.0476,False
CESC,1.31,0.0400,True
COAD,0.36,0.0476,True
ESCA,1.8499999999999999,0.0333,True
GBM,1.1900000000000002,0.0450,True
HNSC,0.2,0.0323,True
HNSC,4.55,0.0784,False
KIRC,0.5599999999999999,0.0345,True
KIRC,1.39,0.0556,False
KIRP,0.69,0.0769,True
LAML,1.32,0.0611,True
LGG,0.5700000000000001,0.0400,True
LIHC,1.6,0.0625,True
LUAD,1.3299999999999998,0.0435,True
LUAD,1.69,0.0806,False
LUSC,1.2,0.0385,True
LUSC,4.08,0.0769,False
OV,1.8499999999999999,0.0299,True
PAAD,1.1199999999999999,0.0801,True
PCPG,0.5499999999999999,0.0456,True
PRAD,1.2,0.0588,True
READ,1.09,0.0625,True
SARC,1.9,0.0323,True
SKCM,0.64,0.0357,True
STAD,2.4,0.0377,True
TGCT,0.64,0.0278,True
THCA,1.18,0.0500,True
UCEC,0.5499999999999999,0.0435,True
UVM,1.25,0.0769,True
ACC,2.53,0.0595,True
BLCA,22.3,0.0714,True
BLCA,15.790000000000001,0.0455,False
BRCA,21.759999999999998,0.0588,True
BRCA,8.85,0.0488,False
CESC,15.690000000000001,0.0455,True
CESC,33.33,0.0482,False
CHOL,11.110000000000001,0.0556,True
COAD,14.64,0.0667,True
COAD,14.63,0.0691,False
DLBC,6.25,0.0357,True
ESCA,45.68,0.0588,True
ESCA,36.36,0.0895,False
GBM,26.790000000000003,0.0580,True
HNSC,19.0,0.0556,True
HNSC,13.639999999999999,0.0667,False
KICH,12.31,0.0769,True
KICH,25.0,0.0625,False
KIRC,16.64,0.0548,True
KIRC,11.110000000000001,0.0500,False
KIRP,14.879999999999999,0.0714,True
KIRP,18.75,0.0548,False
LAML,13.25,0.0667,True
LGG,27.22,0.0588,True
LIHC,14.17,0.0833,True
LIHC,2.0,0.1000,False
LUAD,23.53,0.0667,True
LUAD,20.34,0.0556,False
LUSC,19.84,0.0500,True
LUSC,16.33,0.0400,False
MESO,22.09,0.0769,True
OV,32.72,0.0625,True
PAAD,15.17,0.0714,True
PAAD,25.0,0.0909,False
PCPG,20.77,0.0667,True
PCPG,33.33,0.0909,False
PRAD,17.2,0.0606,True
PRAD,15.379999999999999,0.0541,False
READ,19.57,0.0588,True
READ,20.0,0.0620,False
SARC,27.76,0.0588,True
SKCM,18.9,0.0507,True
SKCM,100.0,0.0526,False
STAD,32.53,0.0612,True
STAD,31.25,0.0769,False
TGCT,19.23,0.0385,True
THCA,16.11,0.0556,True
THCA,13.79,0.0500,False
THYM,19.33,0.0435,True
UCEC,19.89,0.0769,True
UCEC,22.86,0.0556,False
UCS,25.0,0.0526,True
UVM,13.750000000000002,0.0625,True
BLCA,2.21,0.0714,True
BLCA,10.530000000000001,0.0409,False
BRCA,1.9,0.0357,True
BRCA,1.77,0.0385,False
COAD,2.1399999999999997,0.0714,True
ESCA,3.6999999999999997,0.0290,True
ESCA,36.36,0.0577,False
GBM,1.1900000000000002,0.0417,True
HNSC,2.0,0.0426,True
KICH,1.54,0.0551,True
KIRC,1.87,0.0370,True
KIRC,4.17,0.0741,False
KIRP,2.08,0.0526,True
KIRP,3.1199999999999997,0.0480,False
LAML,3.3099999999999996,0.0714,True
LGG,0.95,0.0345,True
LIHC,0.8,0.0682,True
LIHC,2.0,0.0833,False
LUAD,1.3299999999999998,0.0333,True
LUAD,5.08,0.0588,False
LUSC,1.2,0.0351,True
LUSC,4.08,0.0417,False
MESO,5.81,0.0714,True
OV,4.22,0.0370,True
PAAD,1.69,0.0541,True
PCPG,1.09,0.0540,True
PRAD,2.4,0.0417,True
PRAD,3.85,0.0588,False
READ,3.26,0.0769,True
SARC,2.2800000000000002,0.0445,True
SKCM,1.27,0.0312,True
SKCM,100.0,0.0625,False
STAD,4.0,0.0400,True
THCA,2.36,0.0435,True
THCA,1.72,0.0541,False
UCEC,1.82,0.0667,True
UCEC,2.86,0.0426,False
BLCA,0.49,0.0417,True
BRCA,1.3599999999999999,0.0400,True
CESC,0.65,0.0316,True
CHOL,2.78,0.0503,True
COAD,1.43,0.0556,True
GBM,1.1900000000000002,0.0455,True
HNSC,1.0,0.0384,True
KICH,3.08,0.0556,True
KIRC,1.1199999999999999,0.0426,True
KIRC,1.39,0.0560,False
KIRP,0.35000000000000003,0.0370,True
KIRP,3.1199999999999997,0.0513,False
LAML,0.66,0.0533,True
LGG,1.32,0.0417,True
LIHC,0.53,0.1000,True
LIHC,2.0,0.1000,False
LUAD,1.71,0.0436,True
LUAD,3.39,0.0750,False
LUSC,0.8,0.0303,True
LUSC,4.08,0.0400,False
MESO,2.33,0.0834,True
OV,1.06,0.0263,True
PAAD,0.5599999999999999,0.1000,True
PCPG,2.19,0.0651,True
PRAD,1.4000000000000001,0.0535,True
SARC,1.1400000000000001,0.0400,True
SKCM,0.8500000000000001,0.0359,True
STAD,1.6,0.0351,True
TGCT,1.28,0.0278,True
THCA,0.79,0.0478,True
THCA,1.72,0.0767,False
UCEC,0.91,0.0714,True
UCS,3.5700000000000003,0.0588,True
UVM,2.5,0.0714,True
ACC,6.329999999999999,0.0635,True
BLCA,4.17,0.0526,True
BLCA,5.26,0.0714,False
BRCA,4.99,0.0417,True
BRCA,3.54,0.0385,False
CESC,5.2299999999999995,0.0417,True
CHOL,5.56,0.0476,True
COAD,1.79,0.0478,True
COAD,2.44,0.0682,False
ESCA,8.02,0.0377,True
GBM,4.17,0.0490,True
HNSC,5.4,0.0526,True
KICH,4.62,0.0711,True
KICH,4.17,0.0769,False
KIRC,5.2299999999999995,0.0526,True
KIRC,5.56,0.0556,False
KIRP,4.15,0.0625,True
LAML,0.66,0.0556,True
LGG,3.9699999999999998,0.0455,True
LIHC,3.2099999999999995,0.0714,True
LUAD,3.61,0.0496,True
LUSC,4.61,0.0513,True
LUSC,2.04,0.0339,False
MESO,2.33,0.0551,True
OV,3.4299999999999997,0.0288,True
PAAD,6.18,0.0667,True
PCPG,4.92,0.0646,True
PRAD,2.8000000000000003,0.0476,True
PRAD,13.459999999999999,0.0557,False
READ,3.26,0.0596,True
SARC,2.6599999999999997,0.0406,True
SKCM,2.76,0.0345,True
STAD,4.53,0.0417,True
TGCT,3.85,0.0263,True
THCA,4.52,0.0488,True
THYM,5.88,0.0500,True
UCEC,3.2800000000000002,0.0588,True
UCEC,5.71,0.0871,False
UCS,7.140000000000001,0.0526,True
UVM,1.25,0.0370,True
ACC,2.53,0.1167,True
BLCA,11.52,0.0625,True
BLCA,5.26,0.0875,False
BRCA,14.23,0.0541,True
BRCA,6.1899999999999995,0.0500,False
CESC,9.15,0.0476,True
CHOL,8.33,0.0528,True
COAD,8.93,0.0625,True
COAD,7.32,0.0769,False
ESCA,33.95,0.0571,True
ESCA,9.09,0.0417,False
GBM,17.86,0.0556,True
HNSC,11.4,0.0556,True
HNSC,6.819999999999999,0.0909,False
KICH,9.229999999999999,0.0667,True
KICH,4.17,0.0909,False
KIRC,10.09,0.0556,True
KIRC,5.56,0.0526,False
KIRP,7.960000000000001,0.0667,True
KIRP,6.25,0.0551,False
LAML,3.9699999999999998,0.0718,True
LGG,11.72,0.0588,True
LIHC,4.81,0.0742,True
LIHC,2.0,0.0667,False
LUAD,10.440000000000001,0.0588,True
LUAD,8.469999999999999,0.0871,False
LUSC,10.82,0.0526,True
LUSC,12.24,0.0714,False
MESO,8.14,0.0628,True
OV,25.330000000000002,0.0556,True
PAAD,5.06,0.0667,True
PCPG,8.74,0.0718,True
PRAD,5.2,0.0500,True
PRAD,11.540000000000001,0.0500,False
READ,7.61,0.0541,True
SARC,16.73,0.0588,True
SKCM,9.13,0.0435,True
STAD,28.53,0.0714,True
STAD,6.25,0.0426,False
TGCT,13.459999999999999,0.0436,True
THCA,9.43,0.0556,True
THCA,6.9,0.0625,False
THYM,9.24,0.0417,True
UCEC,10.4,0.0833,True
UCEC,8.57,0.0714,False
UCS,10.71,0.0528,True
UVM,6.25,0.0667,True
ACC,1.27,0.0588,True
BLCA,6.13,0.0714,True
